,card_detail,category,city,discount,max_discount_cap,title
741,Bank Alfalah Premier VISA Signature Debit Card,Dining,Lahore,40%,N/A,"40% Discount Cap: Rs.5,000,  20% discount Cap: Rs.2,500"
742,Bank Alfalah Visa Signature Debit Card,Dining,Lahore,20%,N/A,"40% Discount Cap: Rs.5,000,  20% discount Cap: Rs.2,500"
743,Bank Alfalah Visa Platinum Credit Card,Dining,Lahore,20%,N/A,"40% Discount Cap: Rs.5,000,  20% discount Cap: Rs.2,500"
744,Bank Alfalah Islamic Premier Signature Debit Card,Dining,Lahore,40%,N/A,"40% Discount Cap: Rs.5,000,  20% discount Cap: Rs.2,500"
745,Bank Alfalah Islamic Signature Debit Card,Dining,Lahore,20%,N/A,"40% Discount Cap: Rs.5,000,  20% discount Cap: Rs.2,500"
746,Bank Alfalah Debit Cards,Lifestyle,Lahore,10%,N/A,N/A
747,Bank Alfalah Mastercard Optimus Credit Card,Dining,Rawalpindi,15%,N/A,Crema cafe
748,Alfalah Premier VISA Platinum Credit Card,Dining,Rawalpindi,15%,N/A,Crema cafe
749,Alfalah Visa Platinum Credit Card,Dining,Rawalpindi,15%,N/A,Crema cafe
750,Alfalah Visa Gold Debit Card,Dining,Rawalpindi,15%,N/A,Crema cafe
751,Alfalah Mastercard Titanium Credit Card,Dining,Rawalpindi,15%,N/A,Crema cafe
752,Alfalah Visa Classic Credit Card,Dining,Rawalpindi,10%,N/A,Crema cafe
753,Alfalah Ultra Cashback Card,Dining,Rawalpindi,10%,N/A,Crema cafe
754,Alfalah Premier VISA Signature Debit Card,Dining,Rawalpindi,10%,N/A,Crema cafe
755,Alfalah Visa Signature Debit Card,Dining,Rawalpindi,10%,N/A,Crema cafe
756,Bank Alfalah Debit Cards,Dining,Rawalpindi,10%,N/A,Crema cafe
757,Bank Alfalah Premier VISA Platinum Credit Card,Dining,Islamabad,20%,N/A,Cresta Cafe & Patisserie
758,Bank Alfalah Premier VISA Signature Debit Card,Dining,Islamabad,20%,N/A,Cresta Cafe & Patisserie
759,Bank Alfalah Visa Platinum Credit Card,Dining,Islamabad,20%,N/A,Cresta Cafe & Patisserie
760,Bank Alfalah American Express Card,Dining,Islamabad,20%,N/A,Cresta Cafe & Patisserie
761,Bank Alfalah Mastercard Optimus Credit Card,Dining,Islamabad,15%,N/A,Cresta Cafe & Patisserie
762,Bank Alfalah Visa Gold Credit Card,Dining,Islamabad,15%,N/A,Cresta Cafe & Patisserie
763,Bank Alfalah Ultra Cashback Card,Dining,Islamabad,10%,N/A,Cresta Cafe & Patisserie
764,Bank Alfalah Visa Classic Credit Card,Dining,Islamabad,10%,N/A,Cresta Cafe & Patisserie
765,Bank Alfalah Islamic Premier Signature Debit Card,Dining,Islamabad,20%,N/A,Cresta Cafe & Patisserie
766,Bank Alfalah Premier VISA Platinum Credit Card,Other,Islamabad,20%,N/A,Discount on selected services
767,Bank Alfalah Premier VISA Signature Debit Card,Other,Islamabad,20%,N/A,Discount on selected services
768,Bank Alfalah Visa Signature Debit Card,Other,Islamabad,20%,N/A,Discount on selected services
769,Bank Alfalah Visa Platinum Credit Card,Other,Islamabad,20%,N/A,Discount on selected services
770,Bank Alfalah American Express Card,Other,Islamabad,20%,N/A,Discount on selected services
771,Bank Alfalah Mastercard Optimus Credit Card,Other,Islamabad,15%,N/A,Discount on selected services
772,Bank Alfalah Visa Gold Credit Card,Other,Islamabad,15%,N/A,Discount on selected services
773,Bank Alfalah Visa Classic Credit Card,Other,Islamabad,15%,N/A,Discount on selected services
774,Bank Alfalah Debit Cards,Other,Islamabad,15%,N/A,Discount on selected services
775,Bank Alfalah Mastercard Optimus Credit Card,Lifestyle,"Islamabad, Rawalpindi",15%,N/A,D. Watson Opticians
776,Alfalah American Express Card,Lifestyle,"Islamabad, Rawalpindi",15%,N/A,D. Watson Opticians
777,Alfalah Mastercard Titanium Credit Card,Lifestyle,"Islamabad, Rawalpindi",15%,N/A,D. Watson Opticians
778,Alfalah Premier VISA Platinum Credit Card,Lifestyle,"Islamabad, Rawalpindi",15%,N/A,D. Watson Opticians
779,Alfalah Premier VISA Signature Debit Card,Lifestyle,"Islamabad, Rawalpindi",15%,N/A,D. Watson Opticians
780,Alfalah Ultra Cashback Card,Lifestyle,"Islamabad, Rawalpindi",15%,N/A,D. Watson Opticians
781,Alfalah Visa Classic Credit Card,Lifestyle,"Islamabad, Rawalpindi",15%,N/A,D. Watson Opticians
782,Alfalah Visa Gold Credit Card,Lifestyle,"Islamabad, Rawalpindi",15%,N/A,D. Watson Opticians
783,Alfalah Visa Platinum Credit Card,Lifestyle,"Islamabad, Rawalpindi",15%,N/A,D. Watson Opticians
784,Alfalah Visa Signature Debit Card,Lifestyle,"Islamabad, Rawalpindi",15%,N/A,D. Watson Opticians
785,Bank Alfalah Debit Cards,Lifestyle,"Islamabad, Rawalpindi",15%,N/A,D. Watson Opticians
786,Bank Alfalah Premier VISA Platinum Credit Card,Other,Islamabad,15%,15% off on Cake on all bank alfalah cards,N/A
787,Bank Alfalah Premier VISA Signature Debit Card,Other,Islamabad,15%,15% off on Cake on all bank alfalah cards,N/A
788,Bank Alfalah Visa Signature Debit Card,Other,Islamabad,15%,15% off on Cake on all bank alfalah cards,N/A
789,Bank Alfalah Visa Platinum Credit Card,Other,Islamabad,15%,15% off on Cake on all bank alfalah cards,N/A
790,Bank Alfalah American Express Card,Other,Islamabad,15%,15% off on Cake on all bank alfalah cards,N/A
791,Bank Alfalah Mastercard Optimus Credit Card,Other,Islamabad,15%,15% off on Cake on all bank alfalah cards,N/A
792,Bank Alfalah Visa Gold Credit Card,Other,Islamabad,15%,15% off on Cake on all bank alfalah cards,N/A
793,Bank Alfalah Mastercard Titanium Credit Card,Other,Islamabad,15%,15% off on Cake on all bank alfalah cards,N/A
794,Bank Alfalah Ultra Cashback Card,Other,Islamabad,15%,15% off on Cake on all bank alfalah cards,N/A
795,Bank Alfalah Visa Classic Credit Card,Other,Islamabad,15%,15% off on Cake on all bank alfalah cards,N/A
796,Bank Alfalah Debit Cards,Other,Islamabad,15%,15% off on Cake on all bank alfalah cards,N/A
797,Bank Alfalah Pehchaan Account for Women,Other,Islamabad,15%,15% off on Cake on all bank alfalah cards,N/A
798,Bank Alfalah Islamic Gold and Classic Debit Card,Other,Islamabad,15%,15% off on Cake on all bank alfalah cards,N/A
799,Bank Alfalah Islamic Premier Signature Debit Card,Other,Islamabad,15%,15% off on Cake on all bank alfalah cards,N/A
800,Bank Alfalah Islamic Signature Debit Card,Other,Islamabad,15%,15% off on Cake on all bank alfalah cards,N/A
801,Bank Alfalah Islamic Powerpack Debit Card,Other,Islamabad,15%,15% off on Cake on all bank alfalah cards,N/A
802,Bank Alfalah American Express Card,Lifestyle,Nationwide,20%,"Maximum Discount Cap: PKR 1,500 per transaction",N/A
803,Bank Alfalah Debit Cards,Lifestyle,Nationwide,20%,"Maximum Discount Cap: PKR 1,500 per transaction",N/A
804,Bank Alfalah Mastercard Optimus Credit Card,Lifestyle,Nationwide,20%,"Maximum Discount Cap: PKR 1,500 per transaction",N/A
805,Bank Alfalah Mastercard Titanium Credit Card,Lifestyle,Nationwide,20%,"Maximum Discount Cap: PKR 1,500 per transaction",N/A
806,Bank Alfalah Pehchaan Account for Women,Lifestyle,Nationwide,20%,"Maximum Discount Cap: PKR 1,500 per transaction",N/A
807,Bank Alfalah Premier VISA Platinum Credit Card,Lifestyle,Nationwide,20%,"Maximum Discount Cap: PKR 1,500 per transaction",N/A
808,Bank Alfalah Premier VISA Signature Debit Card,Lifestyle,Nationwide,20%,"Maximum Discount Cap: PKR 1,500 per transaction",N/A
809,Bank Alfalah Ultra Cashback Card,Lifestyle,Nationwide,20%,"Maximum Discount Cap: PKR 1,500 per transaction",N/A
810,Bank Alfalah Visa Classic Credit Card,Lifestyle,Nationwide,20%,"Maximum Discount Cap: PKR 1,500 per transaction",N/A
811,Bank Alfalah Visa Gold Credit Card,Lifestyle,Nationwide,20%,"Maximum Discount Cap: PKR 1,500 per transaction",N/A
812,Bank Alfalah Visa Platinum Credit Card,Lifestyle,Nationwide,20%,"Maximum Discount Cap: PKR 1,500 per transaction",N/A
813,Bank Alfalah Visa Signature Debit Card,Lifestyle,Nationwide,20%,"Maximum Discount Cap: PKR 1,500 per transaction",N/A
814,Alfalah Premier VISA Signature Debit Card,Shopping,Peshawar,10%,All Items,N/A
815,Alfalah Visa Signature Debit Card,Shopping,Peshawar,10%,All Items,N/A
816,Bank Alfalah Debit Cards,Shopping,Peshawar,10%,All Items,N/A
817,Bank Alfalah Premier VISA Platinum Credit Card,Other,Abbottabad,10%,N/A,N/A
818,Bank Alfalah Premier VISA Signature Debit Card,Other,Abbottabad,10%,N/A,N/A
819,Bank Alfalah Visa Signature Debit Card,Other,Abbottabad,10%,N/A,N/A
820,Bank Alfalah Visa Platinum Credit Card,Other,Abbottabad,10%,N/A,N/A
821,Bank Alfalah American Express Card,Other,Abbottabad,10%,N/A,N/A
822,Bank Alfalah Mastercard Optimus Credit Card,Other,Abbottabad,10%,N/A,N/A
823,Bank Alfalah Visa Gold Credit Card,Other,Abbottabad,10%,N/A,N/A
824,Bank Alfalah Mastercard Titanium Credit Card,Other,Abbottabad,10%,N/A,N/A
825,Bank Alfalah Ultra Cashback Card,Other,Abbottabad,10%,N/A,N/A
826,Bank Alfalah Visa Classic Credit Card,Other,Abbottabad,10%,N/A,N/A
827,Bank Alfalah Debit Cards,Other,Abbottabad,10%,N/A,N/A
828,Bank Alfalah Pehchaan Account for Women,Other,Abbottabad,10%,N/A,N/A
829,Bank Alfalah Islamic Gold and Classic Debit Card,Other,Abbottabad,10%,N/A,N/A
830,Bank Alfalah Islamic Premier Signature Debit Card,Other,Abbottabad,10%,N/A,N/A
831,Bank Alfalah Islamic Signature Debit Card,Other,Abbottabad,10%,N/A,N/A
832,Bank Alfalah Islamic Powerpack Debit Card,Other,Abbottabad,10%,N/A,N/A
833,Bank Alfalah Mastercard Optimus Credit Card,Fashion,Karachi,10%,PKR 5000,Debenhams
834,Alfalah Mastercard Titanium Credit Card,Fashion,Karachi,10%,PKR 5000,Debenhams
835,Alfalah Premier VISA Platinum Credit Card,Fashion,Karachi,20%,PKR 5000,Debenhams
836,Alfalah Premier VISA Signature Debit Card,Fashion,Karachi,20%,PKR 5000,Debenhams
837,Alfalah Visa Gold Credit Card,Fashion,Karachi,10%,PKR 5000,Debenhams
838,Alfalah Visa Platinum Credit Card,Fashion,Karachi,15%,PKR 5000,Debenhams
839,Bank Alfalah Mastercard Optimus Credit Card,Dining,Karachi,15%,Maximum Discount Cap: Rs 5000,Delfrio
840,Alfalah Premier VISA Platinum Credit Card,Dining,Karachi,20%,Maximum Discount Cap: Rs 5000,Delfrio
841,Alfalah Visa Platinum Credit Card,Dining,Karachi,20%,Maximum Discount Cap: Rs 5000,Delfrio
842,Alfalah Visa Gold Debit Card,Dining,Karachi,15%,Maximum Discount Cap: Rs 5000,Delfrio
843,Alfalah Mastercard Titanium Credit Card,Dining,Karachi,15%,Maximum Discount Cap: Rs 5000,Delfrio
844,Alfalah Visa Classic Credit Card,Dining,Karachi,15%,Maximum Discount Cap: Rs 5000,Delfrio
845,Alfalah Ultra Cashback Card,Dining,Karachi,15%,Maximum Discount Cap: Rs 5000,Delfrio
846,Bank Alfalah Mastercard Optimus Credit Card,Lifestyle,Karachi,20%,Maintenance Only,N/A
847,Alfalah Premier VISA Signature Debit Card,Lifestyle,Karachi,20%,Maintenance Only,N/A
848,Alfalah Visa Signature Debit Card,Lifestyle,Karachi,20%,Maintenance Only,N/A
849,Bank Alfalah Debit Cards,Lifestyle,Karachi,20%,Maintenance Only,N/A
850,Bank Alfalah Premier VISA Platinum Credit Card,Lifestyle,Faisalabad,15%,N/A,"15% off

01-07-2022 to 31-12-2022"
851,Bank Alfalah Premier VISA Signature Debit Card,Lifestyle,Faisalabad,15%,N/A,"15% off

01-07-2022 to 31-12-2022"
852,Bank Alfalah Visa Signature Debit Card,Lifestyle,Faisalabad,15%,N/A,"15% off

01-07-2022 to 31-12-2022"
853,Bank Alfalah Visa Platinum Credit Card,Lifestyle,Faisalabad,15%,N/A,"15% off

01-07-2022 to 31-12-2022"
854,Bank Alfalah American Express Card,Lifestyle,Faisalabad, 15%,N/A,"15% off

01-07-2022 to 31-12-2022"
855,Bank Alfalah Mastercard Optimus Credit Card,Lifestyle,Faisalabad,15%,N/A,"15% off

01-07-2022 to 31-12-2022"
856,Bank Alfalah Visa Gold Credit Card,Lifestyle,Faisalabad,15%,N/A,"15% off

01-07-2022 to 31-12-2022"
857,Bank Alfalah Mastercard Titanium Credit Card,Lifestyle,Faisalabad,15%,N/A,"15% off

01-07-2022 to 31-12-2022"
858,Bank Alfalah Ultra Cashback Card,Lifestyle,Faisalabad,15%,N/A,"15% off

01-07-2022 to 31-12-2022"
859,Bank Alfalah Visa Classic Credit Card,Lifestyle,Faisalabad,15%,N/A,"15% off

01-07-2022 to 31-12-2022"
860,Bank Alfalah Debit Cards,Lifestyle,Faisalabad,15%,N/A,"15% off

01-07-2022 to 31-12-2022"
861,Bank Alfalah Pehchaan Account for Women,Lifestyle,Faisalabad, 15%,N/A,"15% off

01-07-2022 to 31-12-2022"
862,Bank Alfalah Islamic Gold and Classic Debit Card,Lifestyle,Faisalabad,15%,N/A,"15% off

01-07-2022 to 31-12-2022"
863,Bank Alfalah Islamic Premier Signature Debit Card,Lifestyle,Faisalabad,15%,N/A,"15% off

01-07-2022 to 31-12-2022"
864,Bank Alfalah Islamic Signature Debit Card,Lifestyle,Faisalabad,15%,N/A,"15% off

01-07-2022 to 31-12-2022"
865,Bank Alfalah Islamic Powerpack Debit Card,Lifestyle,Faisalabad,15%,N/A,"15% off

01-07-2022 to 31-12-2022"
866,Bank Alfalah Premier VISA Platinum Credit Card,Other,"Karachi, Islamabad, Jhelum, Rahim yar khan, Sheikhupura",15%,Discount on selected services,N/A
867,Bank Alfalah Premier VISA Signature Debit Card,Other,"Karachi, Islamabad, Jhelum, Rahim yar khan, Sheikhupura",15%,Discount on selected services,N/A
868,Bank Alfalah Visa Signature Debit Card,Other,"Karachi, Islamabad, Jhelum, Rahim yar khan, Sheikhupura",15%,Discount on selected services,N/A
869,Bank Alfalah Visa Platinum Credit Card,Other,"Karachi, Islamabad, Jhelum, Rahim yar khan, Sheikhupura",15%,Discount on selected services,N/A
870,Bank Alfalah American Express Card,Other,"Karachi, Islamabad, Jhelum, Rahim yar khan, Sheikhupura",15%,Discount on selected services,N/A
871,Bank Alfalah Mastercard Optimus Credit Card,Other,"Karachi, Islamabad, Jhelum, Rahim yar khan, Sheikhupura",10%,Discount on selected services,N/A
872,Bank Alfalah Visa Gold Credit Card,Other,"Karachi, Islamabad, Jhelum, Rahim yar khan, Sheikhupura",10%,Discount on selected services,N/A
873,Bank Alfalah Visa Classic Credit Card,Other,"Karachi, Islamabad, Jhelum, Rahim yar khan, Sheikhupura",10%,Discount on selected services,N/A
874,Bank Alfalah Debit Cards,Other,"Karachi, Islamabad, Jhelum, Rahim yar khan, Sheikhupura",10%,Discount on selected services,N/A
875,Bank Alfalah Visa Signature Debit Card,Other,Lahore,15%,Discount on selected services,N/A
876,Bank Alfalah Premier VISA Platinum Credit Card,Other,Lahore,15%,Discount on selected services,N/A
877,Bank Alfalah Premier VISA Signature Debit Card,Other,Lahore,15%,Discount on selected services,N/A
878,Bank Alfalah Visa Platinum Credit Card,Other,Lahore,15%,Discount on selected services,N/A
879,Bank Alfalah American Express Card,Other,Lahore,15%,Discount on selected services,N/A
880,Bank Alfalah Mastercard Optimus Credit Card,Other,Lahore,10%,Discount on selected services,N/A
881,Bank Alfalah Visa Gold Credit Card,Other,Lahore,10%,Discount on selected services,N/A
882,Bank Alfalah Visa Classic Credit Card,Other,Lahore,10%,Discount on selected services,N/A
883,Bank Alfalah Debit Cards,Other,Lahore,10%,Discount on selected services,N/A
884,Bank Alfalah Premier VISA Platinum Credit Card,Other,Peshawar,15%,N/A,Discount on selected services
885,Bank Alfalah Premier VISA Signature Debit Card,Other,Peshawar,15%,N/A,Discount on selected services
886,Bank Alfalah Visa Signature Debit Card,Other,Peshawar,15%,N/A,Discount on selected services
887,Bank Alfalah Visa Platinum Credit Card,Other,Peshawar,15%,N/A,Discount on selected services
888,Bank Alfalah American Express Card,Other,Peshawar,15%,N/A,Discount on selected services
889,Bank Alfalah Mastercard Optimus Credit Card,Other,Peshawar,10%,N/A,Discount on selected services
890,Bank Alfalah Visa Gold Credit Card,Other,Peshawar,10%,N/A,Discount on selected services
891,Bank Alfalah Visa Classic Credit Card,Other,Peshawar,10%,N/A,Discount on selected services
892,Bank Alfalah Debit Cards,Other,Peshawar,10%,N/A,Discount on selected services
893,Bank Alfalah Visa Signature Debit Card,Other,Peshawar,15%,N/A,Discount on selected services
894,Bank Alfalah Premier VISA Platinum Credit Card,Other,Peshawar,15%,N/A,Discount on selected services
895,Bank Alfalah Premier VISA Signature Debit Card,Other,Peshawar,15%,N/A,Discount on selected services
896,Bank Alfalah Visa Platinum Credit Card,Other,Peshawar,15%,N/A,Discount on selected services
897,Bank Alfalah American Express Card,Other,Peshawar,15%,N/A,Discount on selected services
898,Bank Alfalah Mastercard Optimus Credit Card,Other,Peshawar,10%,N/A,Discount on selected services
899,Bank Alfalah Visa Gold Credit Card,Other,Peshawar,10%,N/A,Discount on selected services
900,Bank Alfalah Visa Classic Credit Card,Other,Peshawar,10%,N/A,Discount on selected services
901,Bank Alfalah Debit Cards,Other,Peshawar,10%,N/A,Discount on selected services
902,Bank Alfalah Visa Signature Debit Card,Other,Rawalpindi,15%,N/A,Discount on selected services
903,Bank Alfalah Premier VISA Platinum Credit Card,Other,Rawalpindi,15%,N/A,Discount on selected services
904,Bank Alfalah Premier VISA Signature Debit Card,Other,Rawalpindi,15%,N/A,Discount on selected services
905,Bank Alfalah Visa Platinum Credit Card,Other,Rawalpindi,15%,N/A,Discount on selected services
906,Bank Alfalah American Express Card,Other,Rawalpindi,15%,N/A,Discount on selected services
907,Bank Alfalah Mastercard Optimus Credit Card,Other,Rawalpindi,10%,N/A,Discount on selected services
908,Bank Alfalah Visa Gold Credit Card,Other,Rawalpindi,10%,N/A,Discount on selected services
909,Bank Alfalah Visa Classic Credit Card,Other,Rawalpindi,10%,N/A,Discount on selected services
910,Bank Alfalah Debit Cards,Other,Rawalpindi,10%,N/A,Discount on selected services
911,Bank Alfalah Mastercard Optimus Credit Card,Dining,"Nationwide, Islamabad",10%,N/A,Des pardes
912,Alfalah American Express Card,Dining,"Nationwide, Islamabad",10%,N/A,Des pardes
913,Alfalah Mastercard Titanium Credit Card,Dining,"Nationwide, Islamabad",10%,N/A,Des pardes
914,Alfalah Pehchaan Account for Women,Dining,"Nationwide, Islamabad", 10%,N/A,Des pardes
915,Alfalah Premier VISA Platinum Credit Card,Dining,"Nationwide, Islamabad",10%,N/A,Des pardes
916,Alfalah Premier VISA Signature Debit Card,Dining,"Nationwide, Islamabad",10%,N/A,Des pardes
917,Alfalah Ultra Cashback Card,Dining,"Nationwide, Islamabad",10%,N/A,Des pardes
918,Alfalah Visa Classic Credit Card,Dining,"Nationwide, Islamabad",10%,N/A,Des pardes
919,Alfalah Visa Gold Credit Card,Dining,"Nationwide, Islamabad",10%,N/A,Des pardes
920,Alfalah Visa Platinum Credit Card,Dining,"Nationwide, Islamabad",10%,N/A,Des pardes
921,Alfalah Visa Signature Debit Card,Dining,"Nationwide, Islamabad",10%,N/A,Des pardes
922,Bank Alfalah Debit Cards,Dining,"Nationwide, Islamabad",10%,N/A,Des pardes
923,Bank Alfalah Mastercard Optimus Credit Card,Lifestyle,"Nationwide, Islamabad",15%,N/A,Designers E’talage
924,Alfalah American Express Card,Lifestyle,"Nationwide, Islamabad",15%,N/A,Designers E’talage
925,Alfalah Mastercard Titanium Credit Card,Lifestyle,"Nationwide, Islamabad",15%,N/A,Designers E’talage
926,Alfalah Pehchaan Account for Women,Lifestyle,"Nationwide, Islamabad",15%,N/A,Designers E’talage
927,Alfalah Premier VISA Platinum Credit Card,Lifestyle,"Nationwide, Islamabad",15%,N/A,Designers E’talage
928,Alfalah Premier VISA Signature Debit Card,Lifestyle,"Nationwide, Islamabad",15%,N/A,Designers E’talage
929,Alfalah Ultra Cashback Card,Lifestyle,"Nationwide, Islamabad",15%,N/A,Designers E’talage
930,Alfalah Visa Classic Credit Card,Lifestyle,"Nationwide, Islamabad",15%,N/A,Designers E’talage
931,Alfalah Visa Gold Credit Card,Lifestyle,"Nationwide, Islamabad",15%,N/A,Designers E’talage
932,Alfalah Visa Platinum Credit Card,Lifestyle,"Nationwide, Islamabad",15%,N/A,Designers E’talage
933,Alfalah Visa Signature Debit Card,Lifestyle,"Nationwide, Islamabad",15%,N/A,Designers E’talage
934,Bank Alfalah Debit Cards,Lifestyle,"Nationwide, Islamabad",15%,N/A,Designers E’talage
935,Bank Alfalah Mastercard Optimus Credit Card,Lifestyle,Nationwide,30%,N/A,DHL
936,Alfalah American Express Card,Lifestyle,Nationwide,30%,N/A,DHL
937,Alfalah Mastercard Titanium Credit Card,Lifestyle,Nationwide,30%,N/A,DHL
938,Alfalah Premier VISA Platinum Credit Card,Lifestyle,Nationwide,30%,N/A,DHL
939,Alfalah Ultra Cashback Card,Lifestyle,Nationwide,30%,N/A,DHL
940,Alfalah Visa Classic Credit Card,Lifestyle,Nationwide,30%,N/A,DHL
941,Alfalah Visa Gold Credit Card,Lifestyle,Nationwide,30%,N/A,DHL
942,Alfalah Visa Platinum Credit Card,Lifestyle,Nationwide,30%,N/A,DHL
943,Bank Alfalah Mastercard Optimus Credit Card,Dining,Karachi,Up to 15%,N/A,N/A
944,Alfalah American Express Card,Dining,Karachi,Up to 15%,N/A,N/A
945,Alfalah Mastercard Titanium Credit Card,Dining,Karachi,Up to 15%,N/A,N/A
